,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
side[46],0.3391445509851611,0.07706178961382117,1.3398692090786428,-2.1694414026642526,-0.4679155049855117,0.28755246215537045,1.101562028731561,3.0697566918122368,302.3059067297066,1.0227815360283588
side[47],0.2064514363026821,0.07021876926591948,1.3218252973652485,-2.3606331405086234,-0.6193589121990348,0.20616910986730846,1.013814232298016,2.8962440095818898,354.35755130878783,1.0143648907047007
side[48],0.37270725783686937,0.07254605717887669,1.327575525516073,-2.1784332346641713,-0.4221859600828752,0.3388848840403397,1.100724574406171,3.3248135505164074,334.8812615617039,1.0142149263444562
side[49],0.5480281407356012,0.10140151031957084,1.3888174627661292,-1.8961860645122333,-0.27600548984963363,0.4912633513614164,1.2654228364193028,3.7061003003793465,187.58646095415676,1.0277530705808697
side[50],-0.1652944913816987,0.08126852078407028,1.270950014313675,-2.859370818683212,-0.9075419286779018,-0.11174066843938393,0.6725136586483857,2.098490332455066,244.57509492337388,1.011447024814671
side[51],0.38105226080577165,0.08235698671358224,1.3265970066660688,-2.0643269736862795,-0.44802682239447916,0.32119725959807743,1.1395590907697697,3.3168803922841255,259.4640122698409,1.0191565751494107
side[52],0.2912969225454566,0.0755665045115512,1.3267940686563102,-2.0579382540949274,-0.5457381304468827,0.27417194396007705,1.0324796838279666,3.1645928775550756,308.2821476137281,1.0209381562593942
side[53],0.1790602273930679,0.06953588741874436,1.299330377967712,-2.413971926949389,-0.5954703655618894,0.18605991668001734,0.9397767284750956,2.7511433243637127,349.1573442303404,1.0140808699835329
side[54],0.30693231142525007,0.06769556932685643,1.3355233616341926,-2.1568662688982627,-0.5204283785395183,0.2705852630233032,1.0952506880100898,3.130949039596085,389.2086543111022,1.0167771701773374
side[55],0.3053502773340102,0.07836881617514643,1.3056459880240354,-2.131113720287332,-0.49270205807721945,0.2875818754780246,1.0728137630644352,3.0480787073109945,277.56474569512557,1.01999202778174
side[56],0.03659422564237463,0.06861896003539915,1.2901451740055776,-2.726657613605693,-0.726823897182957,0.09035283226003989,0.8351283839308654,2.593193818334039,353.49957894228845,1.0116124879037534
side[57],0.22040412500136594,0.06184286473291833,1.2050208493662167,-2.077908039453273,-0.5230660910729866,0.17857589784417294,0.9954280724266303,2.6831369199950643,379.6731838073256,1.0108557680431387
side[58],-0.01875351094836833,0.06688858548039321,1.2666103618403948,-2.565082781795612,-0.821218649292824,0.031661002008089675,0.7767501950552146,2.4574359163303683,358.57668626365,1.0124134385125727
side[59],0.34941547055725836,0.07603227387694904,1.3028068111450344,-2.0630642121382032,-0.4805781886015211,0.33914398794107387,1.1315914803873515,3.1560190208934906,293.6054297001526,1.0192769566113387
side[60],0.1161034098915316,0.0696123949736485,1.3020609856701517,-2.4623666516126423,-0.693103425781845,0.13247411243802407,0.9069148301627754,2.6651873803698347,349.8561405383347,1.0181295408799786
side[61],0.09341389611389239,0.07099856969418501,1.327995336677496,-2.5385508546754822,-0.677635360271843,0.10435369314122808,0.8901154799120685,2.5981993976092457,349.8596848287948,1.0106804680876922
side[62],0.20151341918545634,0.075317143992329,1.3417842108002258,-2.240174492597435,-0.6220301057285755,0.19673490599605825,0.9946614705390896,3.0266123091593977,317.3786200737226,1.0181478083682798
side[63],0.11934886458202193,0.0721102177968291,1.3384903239219572,-2.634339116107679,-0.6802823164775482,0.12710874226742605,0.9525470974362691,2.8150932997802083,344.5377850376918,1.015314568550826
side[64],-0.018861276031187573,0.06578082265030108,1.3124547643209625,-2.92561968919774,-0.7995484693221773,0.07719294341356933,0.8177902411334834,2.371623629706715,398.0797506181072,1.0101470511351112
side[65],0.2580988894991318,0.06801706180797082,1.3090651632797836,-2.2875326659918938,-0.5410527761252801,0.272358210049352,1.0601904838845595,2.8843951695764023,370.41349140104404,1.0144961017148966
side[66],0.1618168687021252,0.0719025559189599,1.2626509669599215,-2.247540211833228,-0.6577186143168734,0.1903444085861678,0.9722997961629429,2.5842952986295207,308.37415630180317,1.018379819602313
side[67],0.18783247968583108,0.06194842572994694,1.2095670494214306,-2.254693888034182,-0.5633457984371331,0.2152085974062643,0.9567317041765024,2.498950142856341,381.2407772156114,1.0147985003199185
side[68],0.2930056600465841,0.0752716763675238,1.302244876509883,-2.137950473751409,-0.5280329783501864,0.259864808923581,1.0468495597371907,3.1204266288835987,299.3106281299715,1.0191655503590087
side[69],0.23578354320945907,0.06719024724928337,1.3267362870197992,-2.301653328879792,-0.568235291367245,0.24530729411696112,1.013673257114053,3.0634593753961488,389.90314347584604,1.0134450896367448
side[70],0.27861745717531927,0.07892527369228879,1.2802494809036524,-2.0405193381607165,-0.5418828875910928,0.2500127689651154,1.075166269042712,2.857767553732919,263.12191644033305,1.0197307942026679
